line_key,line_name,rule_ref,authority,payment_grain,scope,code_system,code,qualifier,qualifier_means,binding_role,source_definition,adjudicated,vernacular_aliases,do_not_alias_with
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,751,4,severity of illness,grouped_to,MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,752,1,severity of illness,grouped_to,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,752,2,severity of illness,grouped_to,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,752,3,severity of illness,grouped_to,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,752,4,severity of illness,grouped_to,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,753,1,severity of illness,grouped_to,BIPOLAR DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,753,2,severity of illness,grouped_to,BIPOLAR DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,753,3,severity of illness,grouped_to,BIPOLAR DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,753,4,severity of illness,grouped_to,BIPOLAR DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,754,1,severity of illness,grouped_to,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,754,2,severity of illness,grouped_to,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,754,3,severity of illness,grouped_to,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,754,4,severity of illness,grouped_to,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,755,1,severity of illness,grouped_to,ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,755,2,severity of illness,grouped_to,ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,755,3,severity of illness,grouped_to,ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,755,4,severity of illness,grouped_to,ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,756,1,severity of illness,grouped_to,ACUTE ANXIETY AND DELIRIUM STATES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,756,2,severity of illness,grouped_to,ACUTE ANXIETY AND DELIRIUM STATES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,756,3,severity of illness,grouped_to,ACUTE ANXIETY AND DELIRIUM STATES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,756,4,severity of illness,grouped_to,ACUTE ANXIETY AND DELIRIUM STATES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,757,1,severity of illness,grouped_to,ORGANIC MENTAL HEALTH DISTURBANCES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,757,2,severity of illness,grouped_to,ORGANIC MENTAL HEALTH DISTURBANCES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,757,3,severity of illness,grouped_to,ORGANIC MENTAL HEALTH DISTURBANCES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,757,4,severity of illness,grouped_to,ORGANIC MENTAL HEALTH DISTURBANCES,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,758,1,severity of illness,grouped_to,BEHAVIORAL DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,758,2,severity of illness,grouped_to,BEHAVIORAL DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,758,3,severity of illness,grouped_to,BEHAVIORAL DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,758,4,severity of illness,grouped_to,BEHAVIORAL DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,759,1,severity of illness,grouped_to,EATING DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,759,2,severity of illness,grouped_to,EATING DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,759,3,severity of illness,grouped_to,EATING DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,759,4,severity of illness,grouped_to,EATING DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,760,1,severity of illness,grouped_to,OTHER MENTAL HEALTH DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,760,2,severity of illness,grouped_to,OTHER MENTAL HEALTH DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,760,3,severity of illness,grouped_to,OTHER MENTAL HEALTH DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,760,4,severity of illness,grouped_to,OTHER MENTAL HEALTH DISORDERS,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,770,1,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,770,2,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,770,3,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,770,4,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,772,1,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,772,2,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,772,3,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,772,4,severity of illness,grouped_to,ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,773,1,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,773,2,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,773,3,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,773,4,severity of illness,grouped_to,OPIOID ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,774,1,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,774,2,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,774,3,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,774,4,severity of illness,grouped_to,COCAINE ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,775,1,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,775,2,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,775,3,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,775,4,severity of illness,grouped_to,ALCOHOL ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,776,1,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,776,2,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,776,3,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
ed_behavioral,Emergency Department behavioral health,59G-4.160,Hospital reimbursement (DRG/EAPG),hospital_eapg,decline_well,apr_drg,776,4,severity of illness,grouped_to,OTHER DRUG ABUSE AND DEPENDENCE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,icd10cm,F01-F09,,,classified_by,Mental disorders due to known physiological conditions,False,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,icd10cm,F10-F19,,,classified_by,Mental and behavioural disorders due to psychoactive substance use,False,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,icd10cm,F20-F29,,,classified_by,"Schizophrenia, schizotypal, delusional and other psychotic disorders",False,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,icd10cm,F30-F39,,,classified_by,Mood [affective] disorders,False,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,icd10cm,F40-F48,,,classified_by,"Anxiety, dissociative, stress-related, somatoform disorders",False,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,icd10cm,F50-F59,,,classified_by,Behavioural syndromes with physiological disturbances,False,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,icd10cm,F60-F69,,,classified_by,Disorders of adult personality and behaviour,False,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,icd10cm,F90-F98,,,classified_by,Behavioural and emotional disorders with onset in childhood/adolescence,False,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,740,1,severity of illness,grouped_to,MENTAL ILLNESS DIAGNOSIS WITH O.R. PROCEDURE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,740,2,severity of illness,grouped_to,MENTAL ILLNESS DIAGNOSIS WITH O.R. PROCEDURE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,740,3,severity of illness,grouped_to,MENTAL ILLNESS DIAGNOSIS WITH O.R. PROCEDURE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,740,4,severity of illness,grouped_to,MENTAL ILLNESS DIAGNOSIS WITH O.R. PROCEDURE,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,750,1,severity of illness,grouped_to,SCHIZOPHRENIA,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,750,2,severity of illness,grouped_to,SCHIZOPHRENIA,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,750,3,severity of illness,grouped_to,SCHIZOPHRENIA,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,750,4,severity of illness,grouped_to,SCHIZOPHRENIA,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,751,1,severity of illness,grouped_to,MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,751,2,severity of illness,grouped_to,MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,751,3,severity of illness,grouped_to,MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,751,4,severity of illness,grouped_to,MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,752,1,severity of illness,grouped_to,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,752,2,severity of illness,grouped_to,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,752,3,severity of illness,grouped_to,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,752,4,severity of illness,grouped_to,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,753,1,severity of illness,grouped_to,BIPOLAR DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,753,2,severity of illness,grouped_to,BIPOLAR DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,753,3,severity of illness,grouped_to,BIPOLAR DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,753,4,severity of illness,grouped_to,BIPOLAR DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,754,1,severity of illness,grouped_to,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,754,2,severity of illness,grouped_to,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,754,3,severity of illness,grouped_to,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,754,4,severity of illness,grouped_to,DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,755,1,severity of illness,grouped_to,ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,755,2,severity of illness,grouped_to,ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,755,3,severity of illness,grouped_to,ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,755,4,severity of illness,grouped_to,ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,756,1,severity of illness,grouped_to,ACUTE ANXIETY AND DELIRIUM STATES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,756,2,severity of illness,grouped_to,ACUTE ANXIETY AND DELIRIUM STATES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,756,3,severity of illness,grouped_to,ACUTE ANXIETY AND DELIRIUM STATES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,756,4,severity of illness,grouped_to,ACUTE ANXIETY AND DELIRIUM STATES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,757,1,severity of illness,grouped_to,ORGANIC MENTAL HEALTH DISTURBANCES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,757,2,severity of illness,grouped_to,ORGANIC MENTAL HEALTH DISTURBANCES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,757,3,severity of illness,grouped_to,ORGANIC MENTAL HEALTH DISTURBANCES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,757,4,severity of illness,grouped_to,ORGANIC MENTAL HEALTH DISTURBANCES,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,758,1,severity of illness,grouped_to,BEHAVIORAL DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,758,2,severity of illness,grouped_to,BEHAVIORAL DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,758,3,severity of illness,grouped_to,BEHAVIORAL DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,758,4,severity of illness,grouped_to,BEHAVIORAL DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,759,1,severity of illness,grouped_to,EATING DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,759,2,severity of illness,grouped_to,EATING DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,759,3,severity of illness,grouped_to,EATING DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,759,4,severity of illness,grouped_to,EATING DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,760,1,severity of illness,grouped_to,OTHER MENTAL HEALTH DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,760,2,severity of illness,grouped_to,OTHER MENTAL HEALTH DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,760,3,severity of illness,grouped_to,OTHER MENTAL HEALTH DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,760,4,severity of illness,grouped_to,OTHER MENTAL HEALTH DISORDERS,True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,770,1,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
inpatient_psych_adult,"Inpatient Psychiatric — adult, hospital",59G-4.150,Hospital reimbursement (DRG/EAPG),hospital_drg,decline_well,apr_drg,770,2,severity of illness,grouped_to,"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE",True,,
