filename,link_text,url,format,effective,rule_number,source_page,source_page_url,rate_class,corpus,bh_direct,bh_crosscut
2025 SIPP Billing Codes.pdf,Promulgated Billing Code,https://ahca.myflorida.com/content/download/26191/file/2025%20SIPP%20Billing%20Codes.pdf,pdf,2025,,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
2025 Targeted Case Management Fee Schedule.pdf,Promulgated Fee Schedule,https://ahca.myflorida.com/content/download/26184/file/2025%20Targeted%20Case%20Management%20Fee%20Schedule.pdf,pdf,2025,,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
2026 BA Fee Schedule.pdf,Updated Fee Schedule,https://ahca.myflorida.com/content/download/28096/file/2026%20BA%20Fee%20Schedule.pdf,pdf,2026,,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
2026 BHOS Fee Schedule.pdf,Updated Fee Schedule,https://ahca.myflorida.com/content/download/28097/file/2026%20BHOS%20Fee%20Schedule.pdf,pdf,2026,,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
2026 CBH Fee Schedule.pdf,Updated Fee Schedule,https://ahca.myflorida.com/content/download/28099/file/2026%20CBH%20Fee%20Schedule.pdf,pdf,2026,,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
2026 SIPP Billing Codes.pdf,Updated Billing Code,https://ahca.myflorida.com/content/download/28147/file/2026%20SIPP%20Billing%20Codes.pdf,pdf,2026,,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
2026 TCM Fee Schedule.pdf,Updated Fee Schedule,https://ahca.myflorida.com/content/download/28150/file/2026%20TCM%20Fee%20Schedule.pdf,pdf,2026,,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
"Specialized Therapeutic Services - July 8, 2025.pdf",Promulgated Fee Schedule,https://ahca.myflorida.com/content/download/26825/file/Specialized%20Therapeutic%20Services%20-%20July%208%2C%202025.pdf,pdf,"July 8, 2025",,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
"Specialized Therapeutic Services Fee Schedule January 1, 2025.pdf",Promulgated Fee Schedule,https://ahca.myflorida.com/content/download/26182/file/Specialized%20Therapeutic%20Services%20Fee%20Schedule%20January%201%2C%202025.pdf,pdf,"January 1, 2025",,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
"TCM Fee Schedules - October 1, 2025.pdf",Promulgated Fee Schedule,https://ahca.myflorida.com/content/download/27195/file/TCM%20Fee%20Schedules%20-%20October%201%2C%202025.pdf,pdf,"October 1, 2025",,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
TCM.Fee.Schedules.10012025.pdf,Promulgated Fee Schedule,https://ahca.myflorida.com/content/download/27266/file/TCM.Fee.Schedules.10012025.pdf,pdf,10/01/2025,,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
TCM.Fee.Schedules.10012025.pdf,Promulgated Fee Schedule,https://ahca.myflorida.com/content/download/27265/file/TCM.Fee.Schedules.10012025.pdf,pdf,10/01/2025,,Rule 59G-4.002 Provider Reimbursement Schedules and Billing Codes,https://ahca.myflorida.com/medicaid/rules/rule-59g-4.002-provider-reimbursement-schedules-and-billing-codes.html,fee_schedule,rates,Y,
59G-1.010 Definitions Policy.pdf,Definitions,https://ahca.myflorida.com/content/download/24713/file/59G-1.010%20Definitions%20Policy.pdf,pdf,,59G-1.010,Adopted Rules – General Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-general-policies.html,policy_general,policy,,Y
59G-1.050_General_Medicaid_Policy.pdf,General Medicaid Policy,https://ahca.myflorida.com/content/download/5921/file/59G-1.050_General_Medicaid_Policy.pdf,pdf,,59G-1.050,Adopted Rules – General Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-general-policies.html,policy_general,policy,,Y
59G-1.058.pdf,Eligibility,https://ahca.myflorida.com/content/download/28292/file/59G-1.058.pdf,pdf,,59G-1.058,Adopted Rules – General Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-general-policies.html,policy_general,policy,,Y
59G-1.100_Medicaid_Fair_Hearings.pdf,Florida Medicaid Fair Hearings,https://ahca.myflorida.com/content/download/5924/file/59G-1.100_Medicaid_Fair_Hearings.pdf,pdf,,59G-1.100,Adopted Rules – General Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-general-policies.html,policy_general,policy,,Y
59G_1020_DEFINITION_COUNTY_OF_RESIDENCE.pdf,Definition of County of Residence,https://ahca.myflorida.com/content/download/7007/file/59G_1020_DEFINITION_COUNTY_OF_RESIDENCE.pdf,pdf,,,Adopted Rules – General Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-general-policies.html,policy_general,policy,,Y
59G_1045_MEDICAID_FORMS.pdf,Medicaid Forms,https://ahca.myflorida.com/content/download/5928/file/59G_1045_MEDICAID_FORMS.pdf,pdf,,,Adopted Rules – General Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-general-policies.html,policy_general,policy,,Y
59G_1052_TPL_Requirements.pdf,Third Party Liability Requirements,https://ahca.myflorida.com/content/download/5929/file/59G_1052_TPL_Requirements.pdf,pdf,,,Adopted Rules – General Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-general-policies.html,policy_general,policy,,Y
59G_1057_TELEMEDICINE.pdf,Telemedicine,https://ahca.myflorida.com/content/download/7011/file/59G_1057_TELEMEDICINE.pdf,pdf,,,Adopted Rules – General Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-general-policies.html,policy_general,policy,,Y
59G_7003_Medicaid_Third_Party_Liability_Responsibility_Notices.pdf,Medicaid Third Party Liability Responsibility and Notices,https://ahca.myflorida.com/content/download/5931/file/59G_7003_Medicaid_Third_Party_Liability_Responsibility_Notices.pdf,pdf,,,Adopted Rules – General Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-general-policies.html,policy_general,policy,,Y
59G-1.001_Purpose.pdf,Purpose,https://ahca.myflorida.com/content/download/7019/file/59G-1.001_Purpose.pdf,pdf,,59G-1.001,Adopted Rules – Reimbursement Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-reimbursement-policies.html,policy_reimbursement,policy,,Y
5000-3522_final_to_ss.pdf,Certification of Eligibility,https://ahca.myflorida.com/content/download/6973/file/5000-3522_final_to_ss.pdf,pdf,,,Adopted Rules,https://ahca.myflorida.com/medicaid/rules/adopted-rules.html,policy_rule,policy,,Y
hospice_nursing_home_log_template_6000.xlsx,Hospice Recipient Log Template,https://ahca.myflorida.com/content/download/6822/file/hospice_nursing_home_log_template_6000.xlsx,xlsx,,,Hospice Recipient Log Reporting,https://ahca.myflorida.com/medicaid/cost-reimbursement/hospice-recipient-log-reporting-html.html,cost_reimbursement,rates,,Y
