filename,link_text,url,format,effective,rule_number,source_page,source_page_url,rate_class
59G-4.252 Diabetic Supply Services Coverage Policy_FINAL.pdf,Diabetic Supply Services,https://ahca.myflorida.com/content/download/25105/file/59G-4.252%20Diabetic%20Supply%20Services%20Coverage%20Policy_FINAL.pdf,pdf,,59G-4.252,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.255_Prescrip_Drug_Denials.pdf,Prescription Drug Coverage Denials,https://ahca.myflorida.com/content/download/5958/file/59G-4.255_Prescrip_Drug_Denials.pdf,pdf,,59G-4.255,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.260_PPEC.pdf,Prescribed Pediatric Extended Care Services,https://ahca.myflorida.com/content/download/5959/file/59G-4.260_PPEC.pdf,pdf,,59G-4.260,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.264_RPICC_Services.pdf,Regional Perinatal Intensive Care Center Services,https://ahca.myflorida.com/content/download/5960/file/59G-4.264_RPICC_Services.pdf,pdf,,59G-4.264,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.266_Qual_Eval_Network.pdf,Qualified Evaluator Network,https://ahca.myflorida.com/content/download/5961/file/59G-4.266_Qual_Eval_Network.pdf,pdf,,59G-4.266,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.280_RHCs.pdf,Rural Health Clinic,https://ahca.myflorida.com/content/download/5962/file/59G-4.280_RHCs.pdf,pdf,,59G-4.280,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.290_Skilled_Services.pdf,Skilled Services,https://ahca.myflorida.com/content/download/5963/file/59G-4.290_Skilled_Services.pdf,pdf,,59G-4.290,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.295_Therapeutic_Group_Care_Services.pdf,Therapeutic Group Care Services,https://ahca.myflorida.com/content/download/5965/file/59G-4.295_Therapeutic_Group_Care_Services.pdf,pdf,,59G-4.295,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.300_State_Health_Plan.pdf,State Mental Health,https://ahca.myflorida.com/content/download/5966/file/59G-4.300_State_Health_Plan.pdf,pdf,,59G-4.300,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.310 TCM for Children at Risk of Abuse and Neglect_Adoption.pdf,Targeted Case Management for Children at Risk of Abuse and Neglect,https://ahca.myflorida.com/content/download/27075/file/59G-4.310%20TCM%20for%20Children%20at%20Risk%20of%20Abuse%20and%20Neglect_Adoption.pdf,pdf,,59G-4.310,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.330.pdf,Non-Emergency Transportation Services,https://ahca.myflorida.com/content/download/5967/file/59G-4.330.pdf,pdf,,59G-4.330,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.360_Transplant_Coverage_Policy.pdf,Transplant Services,https://ahca.myflorida.com/content/download/7039/file/59G-4.360_Transplant_Coverage_Policy.pdf,pdf,,59G-4.360,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-4.370.pdf,Behavioral Health Intervention Services,https://ahca.myflorida.com/content/download/5968/file/59G-4.370.pdf,pdf,,59G-4.370,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G-8.700 CHS Targeted Case Management Coverage and Limitations Handbook_June 2012 (2).pdf,Child Health Services Targeted Case Management,https://ahca.myflorida.com/content/download/27080/file/59G-8.700%20CHS%20Targeted%20Case%20Management%20Coverage%20and%20Limitations%20Handbook_June%202012%20%282%29.pdf,pdf,2012,59G-8.700,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G_4-132_RT.pdf,Home Health Electronic Visit Verification Program,https://ahca.myflorida.com/content/download/7041/file/59G_4-132_RT.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G_4-318_Occupational_Therapy_Services.pdf,Occupational Therapy Services,https://ahca.myflorida.com/content/download/7042/file/59G_4-318_Occupational_Therapy_Services.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G_4-320_Physical_Therapy_Services.pdf,Physical Therapy Services,https://ahca.myflorida.com/content/download/7043/file/59G_4-320_Physical_Therapy_Services.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G_4-322_Respiratory_Therapy_Services.pdf,Respiratory Therapy Services,https://ahca.myflorida.com/content/download/5970/file/59G_4-322_Respiratory_Therapy_Services.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G_4-324_Speech_Language_Therapy_Services.pdf,Speech-Language Pathology Services,https://ahca.myflorida.com/content/download/7044/file/59G_4-324_Speech_Language_Therapy_Services.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
59G_8.600_Final_Rule_Text_2_15_21.pdf,Disenrollment from Managed Care Plans,https://ahca.myflorida.com/content/download/5932/file/59G_8.600_Final_Rule_Text_2_15_21.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
Certified_School_MatchHB.pdf,Medicaid Certified School Match Program,https://ahca.myflorida.com/content/download/7047/file/Certified_School_MatchHB.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
CL_07_070601_MH_Case_Mgmt_ver2_2.pdf,Mental Health Targeted Case Management,https://ahca.myflorida.com/content/download/7045/file/CL_07_070601_MH_Case_Mgmt_ver2_2.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
Developmental Disabilities Individual Budgeting Waiver Services Provider Rate Table October 1 2025.pdf,Developmental Disabilities Individual Budgeting Waiver Services Provider Rate Table,https://ahca.myflorida.com/content/download/28707/file/Developmental%20Disabilities%20Individual%20Budgeting%20Waiver%20Services%20Provider%20Rate%20Table%20October%201%202025.pdf,pdf,"October 1, 2025",,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
Florida Medicaid Behavior Analysis Services Coverage Policy.pdf,Behavior Analysis Services,https://ahca.myflorida.com/content/download/25728/file/Florida%20Medicaid%20Behavior%20Analysis%20Services%20Coverage%20Policy.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
Florida Medicaid Dialysis Services Coverage Policy.pdf,Dialysis Services,https://ahca.myflorida.com/content/download/26881/file/Florida%20Medicaid%20Dialysis%20Services%20Coverage%20Policy.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
Florida Medicaid Laboratory Services Coverage Policy.pdf,Laboratory Services,https://ahca.myflorida.com/content/download/24380/file/Florida%20Medicaid%20Laboratory%20Services%20Coverage%20Policy.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
Florida Medicaid Qualified Residential Treatment Progam Services Coverage Policy May 2025.pdf,Qualified Residential Treatment Program Services,https://ahca.myflorida.com/content/download/26699/file/Florida%20Medicaid%20Qualified%20Residential%20Treatment%20Progam%20Services%20Coverage%20Policy%20May%202025.pdf,pdf,2025,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
Private_Duty_Nursing_Services_February2026.pdf,Private Duty Nursing and Family Home Health Aide Services,https://ahca.myflorida.com//file/medicaid/Private_Duty_Nursing_Services_February2026.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
Specialized Therapeutic Services Coverage and Limitations Handbook_ from tb on 5.21.25.pdf,Specialized Therapeutic Services Coverage and Limitations Handbook,https://ahca.myflorida.com/content/download/26529/file/Specialized%20Therapeutic%20Services%20Coverage%20and%20Limitations%20Handbook_%20from%20tb%20on%205.21.25.pdf,pdf,,,Adopted Rules – Service Specific Policies,https://ahca.myflorida.com/medicaid/rules/adopted-rules-service-specific-policies.html,policy_service_specific
